,,,,,Total Summed Signal to Noise,,,,,,,,,,,,,,,,,,,
sp|Q8BM55|TM214_MOUSE,Tmem214,TM214_MOUSE Transmembrane protein 214,1,1,217.738,230.397,370.723,142.975,166.811,238.822,228.598,484.393,225.596,268.985,164.145,207.836,109.655,299.464,267.318,196.103,262.147,294.475,342.042,289.956
sp|Q8BMF4|ODP2_MOUSE,Dlat,"ODP2_MOUSE Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",0,1,0,0,0,0,0,0,0,0,0,0,49.6603,55.384,36.6687,68.5442,78.5106,55.2275,46.382,58.9683,55.8768,69.1507
sp|Q8BMS1|ECHA_MOUSE,Hadha,"ECHA_MOUSE Trifunctional enzyme subunit alpha, mitochondrial",12,7,5071.3,5214.86,6327.7,4616.86,3057.54,3543.79,3769.31,2636.41,2836.22,2577.9,880.318,1045.89,1017.74,894.218,1434.59,1028.94,859.514,1245.88,527.057,1169.78
sp|Q8BP67|RL24_MOUSE,Rpl24,RL24_MOUSE 60S ribosomal protein L24,6,8,4578.17,3758.56,6798.44,3095.68,6936.4,6118.21,6281.79,5726.48,1908.5,1688.27,1644.36,1536.34,1039.24,1534.35,1613.46,1786.05,1860.24,2045.29,888.833,1236.25
sp|Q8BTM8|FLNA_MOUSE,Flna,FLNA_MOUSE Filamin-A,2,4,235.764,285.717,219.584,291.611,189.22,158.957,253.94,355.014,208.429,313.489,560.082,453.856,441.126,505.742,518.037,400.078,567.707,726.931,352.491,379.601
sp|Q8BWQ1|UD2A3_MOUSE,Ugt2a3,UD2A3_MOUSE UDP-glucuronosyltransferase 2A3,5,0,1243.26,1049.09,1925.54,464.036,1416.35,954.877,1344.79,1081.14,1180.09,1613.56,0,0,0,0,0,0,0,0,0,0
sp|Q8C0C7|SYFA_MOUSE,Farsa,SYFA_MOUSE Phenylalanine--tRNA ligase alpha subunit,2,3,438.829,557.562,835.829,309.675,535.294,780.225,611.281,648.775,459.492,851.053,320.343,345.311,213.083,466.326,407.657,354.466,491.053,376.645,453.307,499.431
sp|Q8C196|CPSM_MOUSE,Cps1,"CPSM_MOUSE Carbamoyl-phosphate synthase [ammonia], mitochondrial",13,8,3236.15,2463.75,3427.75,3255.78,2722.28,2248.93,2791.23,2421.93,2015.23,2597.47,1362.95,954.152,1133.54,1273.98,1162.12,1181.61,1426.49,1870.85,723.23,1278.53
sp|Q8CAS9|PARP9_MOUSE,Parp9,PARP9_MOUSE Poly [ADP-ribose] polymerase 9,3,2,660.763,447.68,604.507,721.548,499.718,490.191,537.609,576.407,406.184,420.398,190.439,190.814,146.147,252.687,265.941,352.053,218.165,186.85,96.4858,118.231
sp|Q8CG16|C1RA_MOUSE,C1ra,C1RA_MOUSE Complement C1r-A subcomponent,1,0,224.462,303.122,318.571,121.971,346.8,312.045,325.568,243.415,277.322,279.238,0,0,0,0,0,0,0,0,0,0
sp|Q8CHC4|SYNJ1_MOUSE,Synj1,SYNJ1_MOUSE Synaptojanin-1,11,3,2159.72,1166.62,1660.62,3691.95,1247.18,1769.89,1179.27,1846.2,1119.27,1079.88,302.034,307.181,365.376,337.976,394.167,445.935,293.187,271.15,273.677,241.633
sp|Q8CHQ9|CMLO2_MOUSE,Cml2,CMLO2_MOUSE Probable N-acetyltransferase CML2,4,0,1724.11,1455.61,2224.03,1007.23,1948.82,1207.99,1653.77,1521.23,1355.58,1630.17,0,0,0,0,0,0,0,0,0,0
sp|Q8CIE6|COPA_MOUSE,Copa,COPA_MOUSE Coatomer subunit alpha,5,3,1197.71,1227.95,2109.34,728.159,5367.98,1526.61,1174.82,1470.28,898.82,1136.47,313.849,238.253,245.757,289.544,282.799,311.385,279.812,328.294,254.131,249.415
sp|Q8CIM7|CP2DQ_MOUSE,Cyp2d26,CP2DQ_MOUSE Cytochrome P450 2D26,5,3,2302.04,1831.29,4380.23,990.837,2533.72,1560.79,2212.78,1944.21,1958.64,2690.98,647.175,686.6,418.512,1207.16,410.139,577.603,632.015,785.71,339.559,840.017
sp|Q8CJF8|AGO4_MOUSE,Ago4,AGO4_MOUSE Protein argonaute-4,1,0,139.155,131.315,159.598,86.135,107.469,112.13,150.838,96.8878,114.613,69.8323,0,0,0,0,0,0,0,0,0,0
sp|Q8JZR0|ACSL5_MOUSE,Acsl5,ACSL5_MOUSE Long-chain-fatty-acid--CoA ligase 5,9,6,2657,2830.08,3393.27,2009.5,2909.74,2397.99,2175.11,2168.25,3042.27,3469.46,875.679,1041.68,568.481,1099.65,954.642,1017.01,817.362,915.734,834.223,1246.73
sp|Q8JZW8|PNMA3_MOUSE,Pnma3,PNMA3_MOUSE Paraneoplastic antigen Ma3 homolog,1,0,453.08,512.62,112.937,832.124,121.548,156.355,95.9817,248.159,215.713,128.885,0,0,0,0,0,0,0,0,0,0
sp|Q8K0E8|FIBB_MOUSE,Fgb,FIBB_MOUSE Fibrinogen beta chain,1,0,183.234,157.553,198.541,91.4757,210.137,195.241,237.902,210.614,163.307,173.062,0,0,0,0,0,0,0,0,0,0
sp|Q8K2C9|HACD3_MOUSE,ptplad1,HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3,4,1,1335.38,980.06,1166.39,1183.89,1275.68,1120.48,1226.62,1016.54,1029.93,1568.22,74.4813,83.4934,86.2661,85.287,79.6493,88.1309,112.326,108.602,73.2982,62.1648
sp|Q8K2I3|FMO2_MOUSE,Fmo2,FMO2_MOUSE Dimethylaniline monooxygenase [N-oxide-forming] 2,1,0,162.202,210.39,316.445,92.8439,197.192,202.991,198.42,184.198,195.255,186.339,0,0,0,0,0,0,0,0,0,0
sp|Q8K382|DEN1A_MOUSE,Dennd1a,DEN1A_MOUSE DENN domain-containing protein 1A,6,1,1287.57,1018.16,1036.1,1622.49,966.427,815.43,789.186,1537.52,1700.35,1383.07,142.959,88.0959,133.323,85.0804,114.136,94.3955,89.058,111.245,176.113,63.0264
sp|Q8K3K7|PLCB_MOUSE,Agpat2,PLCB_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase beta,1,0,128.039,71.1613,111.508,53.711,107.979,130.135,103.091,130.555,185.676,97.3425,0,0,0,0,0,0,0,0,0,0
sp|Q8K441|ABCA6_MOUSE,Abca6,ABCA6_MOUSE ATP-binding cassette sub-family A member 6,2,1,610.642,398.305,498.259,858.989,440.909,377.881,317.225,358.011,358.536,624.935,66.4447,35.1343,52.1029,58.5509,71.6656,45.2608,34.8853,45.2646,26.1919,38.5245
sp|Q8K4L3|SVIL_MOUSE,Svil,SVIL_MOUSE Supervillin,27,11,9631.19,2906.33,3727,18609.3,4968.12,7599.69,3376.84,4573.99,6047.78,2711.18,1582.69,1410.97,1914.54,1385.21,1711.76,1690.54,1083.33,1076.8,584.101,877.776
sp|Q8K4L4|POF1B_MOUSE,Pof1b,POF1B_MOUSE Protein POF1B,0,1,0,0,0,0,0,0,0,0,0,0,32.645,23.4878,271.588,24.1358,70.809,43.4307,25.6888,51.9675,39.3312,38.4707
sp|Q8QZR3|EST2A_MOUSE,Ces2a,EST2A_MOUSE Pyrethroid hydrolase Ces2a,5,2,2807.52,1999.18,3982.76,2095.07,2582.38,1927.79,2275.88,2124.87,3025.72,4184.73,387.835,462.063,312.541,758.323,243.843,371.026,341.445,450.145,322.349,770.417
sp|Q8QZY1|EIF3L_MOUSE,Eif3l,EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L,1,0,121.2,127.843,202.44,41.2799,162.523,179.798,116.671,173.333,145.602,122.399,0,0,0,0,0,0,0,0,0,0
sp|Q8R016|BLMH_MOUSE,Blmh,BLMH_MOUSE Bleomycin hydrolase,1,2,109.632,100.719,102.883,19.9167,314.499,131.571,277.001,243.701,196.418,76.1908,313.954,352.31,536.69,179.743,201.516,216.059,237.981,314.96,681.291,184.962
sp|Q8R081|HNRPL_MOUSE,Hnrnpl,HNRPL_MOUSE Heterogeneous nuclear ribonucleoprotein L,1,0,268.644,374.454,500.131,123.644,239.724,296.193,259.355,399.877,268.94,255.967,0,0,0,0,0,0,0,0,0,0
sp|Q8R0W0|EPIPL_MOUSE,Eppk1,EPIPL_MOUSE Epiplakin,1,1,165.12,1332.11,128.593,79.7248,144.215,179.473,534.678,576.177,290.87,1517.46,43.9095,28.0054,108.148,30.2903,13.9657,26.1891,32.9691,12.7895,76.3475,24.5897
sp|Q8R0X7|SGPL1_MOUSE,Sgpl1,SGPL1_MOUSE Sphingosine-1-phosphate lyase 1,3,0,1167.04,890.095,737.087,1217.58,723.771,1244.31,936.812,928.783,546.732,653.102,0,0,0,0,0,0,0,0,0,0
sp|Q8R0Y6|AL1L1_MOUSE,Aldh1l1,AL1L1_MOUSE Cytosolic 10-formyltetrahydrofolate dehydrogenase,7,4,2308.62,1351.2,2107.38,2329.58,1784.25,1920.62,1520.87,1635.82,2289.16,2388.6,819.365,734.75,797.591,897.076,609.403,652.168,729.735,690.773,417.535,740.406
sp|Q8R1B4|EIF3C_MOUSE,Eif3c,EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C,1,1,203.269,194.473,274.444,40.0128,158.484,150.139,208.509,259.117,206.953,157.173,131.058,141.969,112.497,271.599,203.456,113.151,123.172,142.475,82.8466,150.757
sp|Q8R1S9|S38A4_MOUSE,Slc38a4,S38A4_MOUSE Sodium-coupled neutral amino acid transporter 4,1,0,256.322,268.577,238.34,157.501,244.439,201.406,186.242,265.783,205.651,299.392,0,0,0,0,0,0,0,0,0,0
sp|Q8R311|CTGE5_MOUSE,Ctage5,CTGE5_MOUSE cTAGE family member 5,1,0,897.388,199.522,238.414,112.202,192.387,143.61,142.252,195.952,202.586,154.165,0,0,0,0,0,0,0,0,0,0
sp|Q8VC26|TLCD2_MOUSE,Tlcd2,TLCD2_MOUSE TLC domain-containing protein 2,1,0,270.096,180.011,350.989,235.706,222.725,135.572,188.009,246.967,174.718,211.467,0,0,0,0,0,0,0,0,0,0
sp|Q8VC30|DHAK_MOUSE,Dak,DHAK_MOUSE Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing),4,0,853.522,511.875,833.976,704.75,589.637,740.409,597.452,635.382,778.168,1037.09,0,0,0,0,0,0,0,0,0,0
sp|Q8VCB3|GYS2_MOUSE,Gys2,"GYS2_MOUSE Glycogen [starch] synthase, liver",5,1,1460.7,1005.41,1270.77,1498.64,1947.72,1977.21,1221.35,1653.96,1264.15,2920.95,112.001,83.4155,63.0993,98.3182,112.584,108.692,57.116,68.8246,94.4146,166.141
sp|Q8VCC2|EST1_MOUSE,Ces1,EST1_MOUSE Liver carboxylesterase 1,5,6,3773.19,4104.95,5370.38,1277.84,5297.33,3370.02,3619.18,3738.12,3871.31,3487.88,592.497,758.74,443.328,1279.19,467.043,515.247,763.777,718.543,301.006,1068.3
sp|Q8VCH0|THIKB_MOUSE,Acaa1b,"THIKB_MOUSE 3-ketoacyl-CoA thiolase B, peroxisomal",1,0,126.53,135.485,107.321,105.17,158.404,159.416,140.248,146.821,142.758,192.982,0,0,0,0,0,0,0,0,0,0
sp|Q8VCM7|FIBG_MOUSE,Fgg,FIBG_MOUSE Fibrinogen gamma chain,1,1,321.124,93.1209,101.583,107.384,179.56,363.622,133.046,141.167,86.4462,98.015,296.53,180.451,123.385,341.84,355.795,221.709,180.13,307.832,183.074,348.682
sp|Q8VCR2-2|DHB13_MOUSE,Hsd17b13,DHB13_MOUSE Isoform 2 of 17-beta-hydroxysteroid dehydrogenase 13,5,2,1658.26,1396.24,2001.17,801.413,1584.77,1621.93,1244.59,1182.54,1095.86,1505.11,260.475,262.64,228.166,328.834,244.61,374.314,406.744,217.883,184.459,329.136
sp|Q8VCT4|CES1D_MOUSE,Ces1d,CES1D_MOUSE Carboxylesterase 1D,13,10,9610.37,9496.44,14057,3563.29,11259.4,9273.3,6264.54,6151.31,11112.6,12279.6,3275.4,4350.06,2374.34,5672.73,2489.5,3392.16,3262.46,3078.7,2553.14,4857.69
sp|Q8VCU1|EST3B_MOUSE,Ces3b,EST3B_MOUSE Carboxylesterase 3B,2,0,614.471,738.285,1490.54,256.763,1100.87,499.559,1172.73,748.979,562.964,769.122,0,0,0,0,0,0,0,0,0,0
sp|Q8VD75|HIP1_MOUSE,Hip1,HIP1_MOUSE Huntingtin-interacting protein 1,6,1,1870.1,955.246,1245.8,3014.27,951.889,1319.25,910.847,1375.26,900.111,754.892,26.8015,57.0969,58.4053,102.453,43.1679,43.7089,53.0197,34.8529,55.6641,85.863
sp|Q8VDD5|MYH9_MOUSE,Myh9,MYH9_MOUSE Myosin-9,168,134,100869,12575.7,11797.3,193118,17375.4,34946.2,12004.1,35570.9,8851.7,15503.7,50250.7,41057.8,57481.3,30110.2,35178,45058.9,42313.7,52266.8,7331.41,6135.79
sp|Q8VDJ3|VIGLN_MOUSE,Hdlbp,VIGLN_MOUSE Vigilin,15,4,4786.03,4297.65,5159.25,3290.31,6271.02,4619.42,5929.98,5547.68,4363.05,4790.38,502.63,448.867,287.542,585.239,514.983,567.311,583.052,646.852,336.863,1318.05
sp|Q8VDM4|PSMD2_MOUSE,Psmd2,PSMD2_MOUSE 26S proteasome non-ATPase regulatory subunit 2,2,2,413.067,441.001,515.993,169.845,405.267,344.334,399.768,383.174,554.423,503.555,57.6455,121.404,151.984,112.813,159.842,147.974,292.254,136.967,473.751,452.019
sp|Q8VDN2|AT1A1_MOUSE,Atp1a1,AT1A1_MOUSE Sodium/potassium-transporting ATPase subunit alpha-1,4,1,1029.57,1053.13,1648.07,645.656,1124.76,902.433,1032.61,1050.69,1033.27,1286.76,310.471,259.359,202.336,313.872,252.42,252.248,223.047,365.427,134.018,338.402
sp|Q8VEK3|HNRPU_MOUSE,Hnrnpu,HNRPU_MOUSE Heterogeneous nuclear ribonucleoprotein U,7,4,2913.3,3883.37,4507.46,2773.42,3659,3459.43,3751.36,3508.14,2047.55,1826,692.76,630.143,581.907,525.785,863.865,720.34,671.58,788.508,546.344,508.408
sp|Q8VHE0|SEC63_MOUSE,Sec63,SEC63_MOUSE Translocation protein SEC63 homolog,2,1,435.231,354.754,540.661,140.702,466.061,391.97,484.836,471.598,370.55,466.126,88.4594,84.5633,71.6628,109.744,113.121,112.384,86.3272,143.704,134.212,265.919
sp|Q91V41|RAB14_MOUSE,Rab14,RAB14_MOUSE Ras-related protein Rab-14,3,1,550.104,814.546,806.875,379.034,731.769,576.166,658.193,762.083,680.353,696.269,43.3117,35.1164,45.2014,37.5948,40.7752,35.2731,46.074,52.0342,55.7865,47.8522
sp|Q91VB4|HPS3_MOUSE,Hps3,HPS3_MOUSE Hermansky-Pudlak syndrome 3 protein homolog,0,1,0,0,0,0,0,0,0,0,0,0,44.1543,36.248,30.9927,73.3418,82.2245,41.4076,26.0683,61.9122,43.953,1011.65
sp|Q91VH2|SNX9_MOUSE,Snx9,SNX9_MOUSE Sorting nexin-9,6,4,2724.74,1467.87,2068.87,3871.39,1803.88,1873.79,1330.19,2177.07,1237.61,2249.73,325.211,533.66,831.546,573.33,338.957,886.42,337.422,273.846,188.017,225.258
sp|Q91VR2|ATPG_MOUSE,Atp5c1,"ATPG_MOUSE ATP synthase subunit gamma, mitochondrial",2,0,801.564,1154.32,1581.71,676.316,1137.9,949.908,773.515,877.219,757.899,733.232,0,0,0,0,0,0,0,0,0,0
sp|Q91VR5|DDX1_MOUSE,Ddx1,DDX1_MOUSE ATP-dependent RNA helicase DDX1,13,6,6445.94,4414.45,5269.26,7456.3,5061.19,5775.02,5028.23,5332.27,2873.61,3151.86,915.456,1214.01,735.988,1298.48,1333.9,1841.4,1113.03,1107.77,432.847,730.539
sp|Q91VS7|MGST1_MOUSE,Mgst1,MGST1_MOUSE Microsomal glutathione S-transferase 1,1,0,1563.41,948.199,2190.09,988.321,1797.26,1317.58,1512.75,1146.05,1114.25,1493.21,0,0,0,0,0,0,0,0,0,0
sp|Q91W64|CP270_MOUSE,Cyp2c70,CP270_MOUSE Cytochrome P450 2C70,2,1,331.835,189.894,299.508,141.883,401.135,255.557,575.661,317.533,320.575,410.121,50.475,45.4679,36.5426,102.985,55.3611,43.7542,52.0292,75.5289,24.7784,76.3585
sp|Q91WK0|LRRF2_MOUSE,Lrrfip2,LRRF2_MOUSE Leucine-rich repeat flightless-interacting protein 2,1,0,109.191,20.0743,42.4942,220.519,4.5624,13.5462,10.3595,54.3461,0,13.7366,0,0,0,0,0,0,0,0,0,0
sp|Q91X43|SH319_MOUSE,Sh3d19,SH319_MOUSE SH3 domain-containing protein 19,4,3,901.021,492.847,634.049,1457.99,1243.85,729.343,681.354,545.825,745.85,518.209,613.409,555.787,861.519,497.38,470.1,682.926,307.239,327.469,283.16,365.726
sp|Q91X77|CY250_MOUSE,Cyp2c50,CY250_MOUSE Cytochrome P450 2C50,3,6,504.807,381.971,378.85,503.579,402.193,198.164,404.113,346.741,294.82,382.073,988.74,1346.67,835.408,1777.96,939.568,1057.79,1155.71,1349.89,516.33,913.194
sp|Q91X83|METK1_MOUSE,Mat1a,METK1_MOUSE S-adenosylmethionine synthase isoform type-1,1,1,149.232,74.497,89.8579,201.721,126.577,103.541,100.909,106.094,108.854,151.33,76.0718,60.5889,67.7204,75.8865,63.4798,87.3882,120.944,78.474,41.4743,62.3275
sp|Q91XD4|FTCD_MOUSE,Ftcd,FTCD_MOUSE Formimidoyltransferase-cyclodeaminase,1,0,387.65,184.223,400.888,491.042,340.572,153.31,278.446,298.774,232.951,323.716,0,0,0,0,0,0,0,0,0,0
sp|Q91XE8|TM205_MOUSE,Tmem205,TM205_MOUSE Transmembrane protein 205,2,0,690.277,592.3,1244.76,426.941,926.166,711.266,781.476,661.167,740.914,900.645,0,0,0,0,0,0,0,0,0,0
sp|Q91XT4|SC16B_MOUSE,Sec16b,SC16B_MOUSE Protein transport protein Sec16B,6,1,1487.85,606.728,710.79,2590.06,871.281,1228.82,520.107,862.066,690.528,824.291,64.0637,69.9112,83.1816,66.7249,61.3713,78.64,76.544,59.9496,66.7972,59.1975
sp|Q91Y97|ALDOB_MOUSE,Aldob,ALDOB_MOUSE Fructose-bisphosphate aldolase B,6,5,1409.57,1174.04,2361.39,1443.43,1700.42,3031.83,1622.28,1703.24,2432.79,2041.79,786.851,742.365,556.79,920.325,565.48,735.234,1029.02,755.192,1011.82,1023.06
sp|Q91YI0|ARLY_MOUSE,Asl,ARLY_MOUSE Argininosuccinate lyase,2,0,431.857,460.649,763.213,340.466,703.098,507.503,426.485,382.238,525.873,624.734,0,0,0,0,0,0,0,0,0,0
sp|Q91YQ5|RPN1_MOUSE,Rpn1,RPN1_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,3,0,808.918,993.427,1430.76,461.88,1147.28,764.226,1157.86,973.558,993.738,1230.48,0,0,0,0,0,0,0,0,0,0
sp|Q91YR1|TWF1_MOUSE,Twf1,TWF1_MOUSE Twinfilin-1,1,0,102.271,100.595,91.4504,197.202,50.6534,56.1363,63.1103,101.004,65.494,68.9925,0,0,0,0,0,0,0,0,0,0
sp|Q91YX5|LGAT1_MOUSE,Lpgat1,LGAT1_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,2,0,440.727,361.575,384.522,230.256,380.937,409.867,459.665,454.877,370.086,433.158,0,0,0,0,0,0,0,0,0,0
sp|Q91Z96|BMP2K_MOUSE,Bmp2k,BMP2K_MOUSE BMP-2-inducible protein kinase,11,3,2552.49,892.558,1116.73,4536.49,1445.57,1637.64,934.602,1298.55,907.397,895.403,442.866,435.945,617.647,573.184,413.419,553.592,275.143,211.115,240.691,210.842
sp|Q91ZJ5|UGPA_MOUSE,Ugp2,UGPA_MOUSE UTP--glucose-1-phosphate uridylyltransferase,1,0,246.968,172.375,173.852,347.23,192.085,90.1183,156.391,178.673,175.208,241.277,0,0,0,0,0,0,0,0,0,0
sp|Q91ZX7|LRP1_MOUSE,Lrp1,LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1,3,5,571.878,582.049,705.684,490.579,660.763,661.778,801.658,1125.3,763.41,1243.83,587.645,441.802,570.982,706.956,531.516,484.937,504.084,574.168,455.494,569.973
sp|Q921I1|TRFE_MOUSE,Tf,TRFE_MOUSE Serotransferrin,5,0,914.11,900.208,1729.29,497.167,1037.16,950.714,1384.04,1324.36,1026.37,1372.44,0,0,0,0,0,0,0,0,0,0
sp|Q922D8|C1TC_MOUSE,Mthfd1,"C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic",14,8,5647.79,4882.95,7255.67,2737.62,6040.47,11445.3,5655.93,4722.32,3369.91,5271.82,1204.21,1397.11,1206.53,1652.2,1080.51,1487.92,1330.2,1425.52,799.641,1976.81
sp|Q922Q1|MARC2_MOUSE,2-Mar,MARC2_MOUSE Mitochondrial amidoxime reducing component 2,1,0,143.785,198.431,265.787,73.5751,227.634,210.347,147.246,249.955,195.251,136.169,0,0,0,0,0,0,0,0,0,0
sp|Q922Q8|LRC59_MOUSE,Lrrc59,LRC59_MOUSE Leucine-rich repeat-containing protein 59,7,2,2618.57,2624.9,4327.42,988.141,4248.06,2621.32,4034.55,3612.34,2326.74,3101.82,306.583,303.857,233.099,456.173,329.359,290.661,929.394,365.699,278.598,416.704
sp|Q922R8|PDIA6_MOUSE,Pdia6,PDIA6_MOUSE Protein disulfide-isomerase A6,6,6,1491.82,1476.62,2624.62,547.972,1850.16,1448.38,2017.44,1733.17,1410.09,1799.03,747.862,821.522,633.641,1222.32,767.959,641.641,731.291,1470.39,659.109,1135.83
sp|Q93092|TALDO_MOUSE,Taldo1,TALDO_MOUSE Transaldolase,0,1,0,0,0,0,0,0,0,0,0,0,148.309,85.7049,75.4639,200.624,215.597,152.164,116.093,172.737,94.8217,206.908
sp|Q99J56|DERL1_MOUSE,Derl1,DERL1_MOUSE Derlin-1,1,0,260.091,155.295,221.102,111.195,155.074,166.65,184.757,190.954,234.112,198.622,0,0,0,0,0,0,0,0,0,0
sp|Q99JY0|ECHB_MOUSE,Hadhb,"ECHB_MOUSE Trifunctional enzyme subunit beta, mitochondrial",1,1,239.473,427.234,372.119,183.414,211.643,260.957,201.019,154.564,133.816,105.521,76.0945,67.2449,60.0698,71.2889,92.8641,63.9722,79.3961,97.7202,68.1678,83.4094
sp|Q99JY9|ARP3_MOUSE,Actr3,ARP3_MOUSE Actin-related protein 3,8,2,1711.43,1523.62,1483.76,2967.06,1136.01,1721.44,989.729,1450.02,1144.09,1110.79,253.612,302.861,381.981,320.917,300.607,265.126,328.362,335.891,262.877,191.46
sp|Q99KI0|ACON_MOUSE,Aco2,"ACON_MOUSE Aconitate hydratase, mitochondrial",0,1,0,0,0,0,0,0,0,0,0,0,53.1854,42.1395,40.6959,74.338,81.9214,41.0749,62.9272,88.0393,50.4275,1196.54
sp|Q99KK2|NEUA_MOUSE,Cmas,NEUA_MOUSE N-acylneuraminate cytidylyltransferase,1,0,194.35,125.327,148.623,153.09,128.096,132.708,219.627,177.444,135.404,121.359,0,0,0,0,0,0,0,0,0,0
sp|Q99KV1|DJB11_MOUSE,Dnajb11,DJB11_MOUSE DnaJ homolog subfamily B member 11,10,4,2627.31,3045.42,4393.35,936.707,4000.82,3199.53,3867.68,2857.53,2744.49,2684.9,669.644,638.53,356.536,930.628,519.009,653.525,680.688,780.021,418.129,902.415
sp|Q99KY4|GAK_MOUSE,Gak,GAK_MOUSE Cyclin-G-associated kinase,26,20,7566.46,2519.08,2426.2,16930.2,2861.85,4435.57,2480.37,3997.96,2423.94,2978.33,4340.71,3941.14,6094.31,3125.07,3040.35,4638.36,2143.83,2015.58,1570.26,2053.14
sp|Q99L04|DHRS1_MOUSE,Dhrs1,DHRS1_MOUSE Dehydrogenase/reductase SDR family member 1,1,0,356.947,94.447,108.626,742.746,135.429,267.293,155.902,179.01,141.691,135.326,0,0,0,0,0,0,0,0,0,0
sp|Q99L45|IF2B_MOUSE,Eif2s2,IF2B_MOUSE Eukaryotic translation initiation factor 2 subunit 2,1,0,327.585,541.888,613.472,185.57,516.008,520.153,472.532,499.541,382.293,410.405,0,0,0,0,0,0,0,0,0,0
sp|Q99LF4|RTCB_MOUSE,Rtcb,RTCB_MOUSE tRNA-splicing ligase RtcB homolog,1,2,154.573,90.3282,96.4887,279.85,103.754,138.134,96.9,130.922,62.7356,54.4457,320.822,429.888,247.563,290.726,435.696,630.574,498.336,358.617,147.513,289.346
sp|Q99LX0|PARK7_MOUSE,Park7,PARK7_MOUSE Protein DJ-1,1,1,544.805,887.457,607.964,318.103,794.526,557.192,1401.15,1553.78,810.303,877.173,226.318,209.236,320.921,244.822,222.433,203.643,195.63,281.158,496.234,214.324
sp|Q99P30|NUDT7_MOUSE,Nudt7,NUDT7_MOUSE Peroxisomal coenzyme A diphosphatase NUDT7,1,0,130.473,156.795,210.01,42.0994,128.659,151.815,122.968,196.827,115.42,121.58,0,0,0,0,0,0,0,0,0,0
sp|Q99PG0|AAAD_MOUSE,Aadac,AAAD_MOUSE Arylacetamide deacetylase,4,0,1766.13,1297.84,2277.05,1488.04,2106.07,1875.21,1858.09,1566.38,1652.56,2174.77,0,0,0,0,0,0,0,0,0,0
sp|Q99PL5|RRBP1_MOUSE,Rrbp1,RRBP1_MOUSE Ribosome-binding protein 1,51,42,24984.3,30616.2,17313.7,18187.4,37558.6,29047.9,36810.1,31735.9,21252.2,23470.8,15238.5,12046.1,5239.27,11807.8,14168.4,15143.9,11791.5,12178.1,8018.4,10326
sp|Q9CPR4|RL17_MOUSE,Rpl17,RL17_MOUSE 60S ribosomal protein L17,9,5,4468.67,5022.61,6412.99,3151.86,6598.56,5129.48,6387.02,5722.67,2486.54,2336.15,1617.86,1615.18,796.835,1393.26,1448.02,1723.52,1920.86,2173.66,805.188,1312.49
sp|Q9CQ69|QCR8_MOUSE,Uqcrq,QCR8_MOUSE Cytochrome b-c1 complex subunit 8,1,0,224.305,432.616,558.965,152.185,331.56,501.781,329.677,263.184,248.944,205.183,0,0,0,0,0,0,0,0,0,0
sp|Q9CQD1|RAB5A_MOUSE,Rab5a,RAB5A_MOUSE Ras-related protein Rab-5A,2,2,562.566,915.114,838.176,448.198,495.263,526.881,749.136,528.096,510.407,623.927,114.465,258.109,266.595,325.11,479.05,457.824,365.66,610.564,337.28,511.439
sp|Q9CQE8|CN166_MOUSE,,CN166_MOUSE UPF0568 protein C14orf166 homolog,4,2,1976.83,1342.09,1648.64,2254.16,1676.1,1975.12,1680.81,1835.86,844.981,740.901,222.656,310.42,165.695,271.338,303.207,393.073,339.446,263.104,119.642,203.192
sp|Q9CQR2|RS21_MOUSE,Rps21,RS21_MOUSE 40S ribosomal protein S21,1,0,338.608,491.55,543.355,310.171,506.144,605.365,561.669,786.129,367.641,558.048,0,0,0,0,0,0,0,0,0,0
sp|Q9CQS8|SC61B_MOUSE,Sec61b,SC61B_MOUSE Protein transport protein Sec61 subunit beta,1,0,587.55,455.763,677.359,496.731,527.079,472.935,694.611,558.772,451.807,554.882,0,0,0,0,0,0,0,0,0,0
sp|Q9CR57|RL14_MOUSE,Rpl14,RL14_MOUSE 60S ribosomal protein L14,4,3,2677.7,2312.76,4211.56,1400.01,4190.77,3791.77,4531.64,3555.37,1656.61,1534.09,1022.76,871.003,595.574,985.809,996.189,1012.45,1086.74,1567.26,400.975,898.542
sp|Q9CR67|TMM33_MOUSE,Tmem33,TMM33_MOUSE Transmembrane protein 33,1,0,130.792,118.639,114.851,78.5838,139.292,119.085,133.261,142.868,137.616,175.54,0,0,0,0,0,0,0,0,0,0
sp|Q9CRC0|VKOR1_MOUSE,Vkorc1,VKOR1_MOUSE Vitamin K epoxide reductase complex subunit 1,1,0,146.329,107.578,117.032,124.153,193.864,68.3326,112.18,111.578,165.285,166.037,0,0,0,0,0,0,0,0,0,0
